C macros	libc-2.18-x64	libc-2.18-i686	libc-2.17-x32	libc-2.9-nacl-x64	libc-2.9-nacl-i686
R_IA64_FPTR64I	0x43	0x43	0x43	0x43	0x43
R_IA64_FPTR64LSB	0x47	0x47	0x47	0x47	0x47
R_IA64_FPTR64MSB	0x46	0x46	0x46	0x46	0x46
R_IA64_GPREL22	0x2a	0x2a	0x2a	0x2a	0x2a
R_IA64_GPREL32LSB	0x2d	0x2d	0x2d	0x2d	0x2d
R_IA64_GPREL32MSB	0x2c	0x2c	0x2c	0x2c	0x2c
R_IA64_GPREL64I	0x2b	0x2b	0x2b	0x2b	0x2b
R_IA64_GPREL64LSB	0x2f	0x2f	0x2f	0x2f	0x2f
R_IA64_GPREL64MSB	0x2e	0x2e	0x2e	0x2e	0x2e
R_IA64_IMM14	0x21	0x21	0x21	0x21	0x21
R_IA64_IMM22	0x22	0x22	0x22	0x22	0x22
R_IA64_IMM64	0x23	0x23	0x23	0x23	0x23
R_IA64_IPLTLSB	0x81	0x81	0x81	0x81	0x81
R_IA64_IPLTMSB	0x80	0x80	0x80	0x80	0x80
R_IA64_LDXMOV	0x87	0x87	0x87	0x87	0x87
R_IA64_LTOFF22	0x32	0x32	0x32	0x32	0x32
R_IA64_LTOFF22X	0x86	0x86	0x86	0x86	0x86
R_IA64_LTOFF64I	0x33	0x33	0x33	0x33	0x33
R_IA64_LTOFF_DTPMOD22	0xaa	0xaa	0xaa	0xaa	0xaa
R_IA64_LTOFF_DTPREL22	0xba	0xba	0xba	0xba	0xba
R_IA64_LTOFF_FPTR22	0x52	0x52	0x52	0x52	0x52
R_IA64_LTOFF_FPTR32LSB	0x55	0x55	0x55	0x55	0x55
R_IA64_LTOFF_FPTR32MSB	0x54	0x54	0x54	0x54	0x54
R_IA64_LTOFF_FPTR64I	0x53	0x53	0x53	0x53	0x53
R_IA64_LTOFF_FPTR64LSB	0x57	0x57	0x57	0x57	0x57
R_IA64_LTOFF_FPTR64MSB	0x56	0x56	0x56	0x56	0x56
R_IA64_LTOFF_TPREL22	0x9a	0x9a	0x9a	0x9a	0x9a
R_IA64_LTV32LSB	0x75	0x75	0x75	0x75	0x75
R_IA64_LTV32MSB	0x74	0x74	0x74	0x74	0x74
R_IA64_LTV64LSB	0x77	0x77	0x77	0x77	0x77
R_IA64_LTV64MSB	0x76	0x76	0x76	0x76	0x76
R_IA64_NONE	0x00	0x00	0x00	0x00	0x00
R_IA64_PCREL21B	0x49	0x49	0x49	0x49	0x49
R_IA64_PCREL21BI	0x79	0x79	0x79	0x79	0x79
R_IA64_PCREL21F	0x4b	0x4b	0x4b	0x4b	0x4b
R_IA64_PCREL21M	0x4a	0x4a	0x4a	0x4a	0x4a
R_IA64_PCREL22	0x7a	0x7a	0x7a	0x7a	0x7a
R_IA64_PCREL32LSB	0x4d	0x4d	0x4d	0x4d	0x4d
R_IA64_PCREL32MSB	0x4c	0x4c	0x4c	0x4c	0x4c
R_IA64_PCREL60B	0x48	0x48	0x48	0x48	0x48
R_IA64_PCREL64I	0x7b	0x7b	0x7b	0x7b	0x7b
R_IA64_PCREL64LSB	0x4f	0x4f	0x4f	0x4f	0x4f
R_IA64_PCREL64MSB	0x4e	0x4e	0x4e	0x4e	0x4e
R_IA64_PLTOFF22	0x3a	0x3a	0x3a	0x3a	0x3a
R_IA64_PLTOFF64I	0x3b	0x3b	0x3b	0x3b	0x3b
R_IA64_PLTOFF64LSB	0x3f	0x3f	0x3f	0x3f	0x3f
R_IA64_PLTOFF64MSB	0x3e	0x3e	0x3e	0x3e	0x3e
R_IA64_REL32LSB	0x6d	0x6d	0x6d	0x6d	0x6d
R_IA64_REL32MSB	0x6c	0x6c	0x6c	0x6c	0x6c
R_IA64_REL64LSB	0x6f	0x6f	0x6f	0x6f	0x6f
R_IA64_REL64MSB	0x6e	0x6e	0x6e	0x6e	0x6e
R_IA64_SECREL32LSB	0x65	0x65	0x65	0x65	0x65
R_IA64_SECREL32MSB	0x64	0x64	0x64	0x64	0x64
R_IA64_SECREL64LSB	0x67	0x67	0x67	0x67	0x67
R_IA64_SECREL64MSB	0x66	0x66	0x66	0x66	0x66
R_IA64_SEGREL32LSB	0x5d	0x5d	0x5d	0x5d	0x5d
R_IA64_SEGREL32MSB	0x5c	0x5c	0x5c	0x5c	0x5c
R_IA64_SEGREL64LSB	0x5f	0x5f	0x5f	0x5f	0x5f
R_IA64_SEGREL64MSB	0x5e	0x5e	0x5e	0x5e	0x5e
R_IA64_SUB	0x85	0x85	0x85	0x85	0x85
R_IA64_TPREL14	0x91	0x91	0x91	0x91	0x91
R_IA64_TPREL22	0x92	0x92	0x92	0x92	0x92
R_IA64_TPREL64I	0x93	0x93	0x93	0x93	0x93
R_IA64_TPREL64LSB	0x97	0x97	0x97	0x97	0x97
R_IA64_TPREL64MSB	0x96	0x96	0x96	0x96	0x96
R_M32R_10_PCREL	4	4	4	4	4
R_M32R_10_PCREL_RELA	36	36	36	36	36
R_M32R_16	1	1	1	1	1
R_M32R_16_RELA	33	33	33	33	33
R_M32R_18_PCREL	5	5	5	5	5
R_M32R_18_PCREL_RELA	37	37	37	37	37
R_M32R_24	3	3	3	3	3
R_M32R_24_RELA	35	35	35	35	35
R_M32R_26_PCREL	6	6	6	6	6
R_M32R_26_PCREL_RELA	38	38	38	38	38
R_M32R_26_PLTREL	49	49	49	49	49
R_M32R_32	2	2	2	2	2
R_M32R_32_RELA	34	34	34	34	34
R_M32R_COPY	50	50	50	50	50
R_M32R_GLOB_DAT	51	51	51	51	51
R_M32R_GNU_VTENTRY	12	12	12	12	12
R_M32R_GNU_VTINHERIT	11	11	11	11	11
R_M32R_GOT16_HI_SLO	57	57	57	57	57
R_M32R_GOT16_HI_ULO	56	56	56	56	56
R_M32R_GOT16_LO	58	58	58	58	58
R_M32R_GOT24	48	48	48	48	48
R_M32R_GOTOFF	54	54	54	54	54
R_M32R_GOTOFF_HI_SLO	63	63	63	63	63
R_M32R_GOTOFF_HI_ULO	62	62	62	62	62
R_M32R_GOTOFF_LO	64	64	64	64	64
R_M32R_GOTPC24	55	55	55	55	55
R_M32R_GOTPC_HI_SLO	60	60	60	60	60
R_M32R_GOTPC_HI_ULO	59	59	59	59	59
R_M32R_GOTPC_LO	61	61	61	61	61
R_M32R_HI16_SLO	8	8	8	8	8
R_M32R_HI16_SLO_RELA	40	40	40	40	40
R_M32R_HI16_ULO	7	7	7	7	7
R_M32R_HI16_ULO_RELA	39	39	39	39	39
R_M32R_JMP_SLOT	52	52	52	52	52
R_M32R_LO16	9	9	9	9	9
R_M32R_LO16_RELA	41	41	41	41	41
R_M32R_NONE	0	0	0	0	0
R_M32R_NUM	256	256	256	256	256
R_M32R_REL32	45	45	45	45	45
R_M32R_RELATIVE	53	53	53	53	53
R_M32R_RELA_GNU_VTENTRY	44	44	44	44	44
R_M32R_RELA_GNU_VTINHERIT	43	43	43	43	43
R_M32R_SDA16	10	10	10	10	10
R_M32R_SDA16_RELA	42	42	42	42	42
R_MICROBLAZE_32	1	1	1	???	???
R_MICROBLAZE_32_LO	6	6	6	???	???
R_MICROBLAZE_32_PCREL	2	2	2	???	???
R_MICROBLAZE_32_PCREL_LO	4	4	4	???	???
R_MICROBLAZE_32_SYM_OP_SYM	10	10	10	???	???
R_MICROBLAZE_64	5	5	5	???	???
R_MICROBLAZE_64_NONE	9	9	9	???	???
R_MICROBLAZE_64_PCREL	3	3	3	???	???
R_MICROBLAZE_COPY	21	21	21	???	???
R_MICROBLAZE_GLOB_DAT	18	18	18	???	???
R_MICROBLAZE_GNU_VTENTRY	12	12	12	???	???
R_MICROBLAZE_GNU_VTINHERIT	11	11	11	???	???
R_MICROBLAZE_GOTOFF_32	20	20	20	???	???
R_MICROBLAZE_GOTOFF_64	19	19	19	???	???
R_MICROBLAZE_GOTPC_64	13	13	13	???	???
R_MICROBLAZE_GOT_64	14	14	14	???	???
R_MICROBLAZE_JUMP_SLOT	17	17	17	???	???
R_MICROBLAZE_NONE	0	0	0	???	???
R_MICROBLAZE_PLT_64	15	15	15	???	???
R_MICROBLAZE_REL	16	16	16	???	???
R_MICROBLAZE_SRO32	7	7	7	???	???
R_MICROBLAZE_SRW32	8	8	8	???	???
R_MICROBLAZE_TLS	22	22	22	???	???
R_MICROBLAZE_TLSDTPMOD32	25	25	25	???	???
R_MICROBLAZE_TLSDTPREL32	26	26	26	???	???
R_MICROBLAZE_TLSDTPREL64	27	27	27	???	???
R_MICROBLAZE_TLSGD	23	23	23	???	???
R_MICROBLAZE_TLSGOTTPREL32	28	28	28	???	???
R_MICROBLAZE_TLSLD	24	24	24	???	???
R_MICROBLAZE_TLSTPREL32	29	29	29	???	???
R_MIPS_16	1	1	1	1	1
R_MIPS_26	4	4	4	4	4
R_MIPS_32	2	2	2	2	2
R_MIPS_64	18	18	18	18	18
R_MIPS_ADD_IMMEDIATE	34	34	34	34	34
R_MIPS_CALL16	11	11	11	11	11
R_MIPS_CALL_HI16	30	30	30	30	30
R_MIPS_CALL_LO16	31	31	31	31	31
R_MIPS_COPY	126	126	126	126	126
R_MIPS_DELETE	27	27	27	27	27
R_MIPS_GLOB_DAT	51	51	51	51	51
R_MIPS_GOT16	9	9	9	9	9
R_MIPS_GOT_DISP	19	19	19	19	19
R_MIPS_GOT_HI16	22	22	22	22	22
R_MIPS_GOT_LO16	23	23	23	23	23
R_MIPS_GOT_OFST	21	21	21	21	21
R_MIPS_GOT_PAGE	20	20	20	20	20
R_MIPS_GPREL16	7	7	7	7	7
R_MIPS_GPREL32	12	12	12	12	12
R_MIPS_HI16	5	5	5	5	5
R_MIPS_HIGHER	28	28	28	28	28
R_MIPS_HIGHEST	29	29	29	29	29
R_MIPS_INSERT_A	25	25	25	25	25
R_MIPS_INSERT_B	26	26	26	26	26
R_MIPS_JALR	37	37	37	37	37
R_MIPS_JUMP_SLOT	127	127	127	127	127
R_MIPS_LITERAL	8	8	8	8	8
R_MIPS_LO16	6	6	6	6	6
R_MIPS_NONE	0	0	0	0	0
R_MIPS_NUM	128	128	128	128	128
R_MIPS_PC16	10	10	10	10	10
R_MIPS_PJUMP	35	35	35	35	35
R_MIPS_REL16	33	33	33	33	33
R_MIPS_REL32	3	3	3	3	3
R_MIPS_RELGOT	36	36	36	36	36
R_MIPS_SCN_DISP	32	32	32	32	32
R_MIPS_SHIFT5	16	16	16	16	16
R_MIPS_SHIFT6	17	17	17	17	17
R_MIPS_SUB	24	24	24	24	24
R_MIPS_TLS_DTPMOD32	38	38	38	38	38
R_MIPS_TLS_DTPMOD64	40	40	40	40	40
R_MIPS_TLS_DTPREL32	39	39	39	39	39
R_MIPS_TLS_DTPREL64	41	41	41	41	41
R_MIPS_TLS_DTPREL_HI16	44	44	44	44	44
R_MIPS_TLS_DTPREL_LO16	45	45	45	45	45
R_MIPS_TLS_GD	42	42	42	42	42
R_MIPS_TLS_GOTTPREL	46	46	46	46	46
R_MIPS_TLS_LDM	43	43	43	43	43
R_MIPS_TLS_TPREL32	47	47	47	47	47
R_MIPS_TLS_TPREL64	48	48	48	48	48
R_MIPS_TLS_TPREL_HI16	49	49	49	49	49
R_MIPS_TLS_TPREL_LO16	50	50	50	50	50
R_MN10300_16	2	2	2	2	2
R_MN10300_24	9	9	9	9	9
R_MN10300_32	1	1	1	1	1
R_MN10300_8	3	3	3	3	3
R_MN10300_ALIGN	34	34	34	???	???
R_MN10300_COPY	20	20	20	20	20
R_MN10300_GLOB_DAT	21	21	21	21	21
R_MN10300_GNU_VTENTRY	8	8	8	8	8
R_MN10300_GNU_VTINHERIT	7	7	7	7	7
R_MN10300_GOT16	19	19	19	19	19
R_MN10300_GOT24	18	18	18	18	18
R_MN10300_GOT32	17	17	17	17	17
R_MN10300_GOTOFF16	14	14	14	14	14
R_MN10300_GOTOFF24	13	13	13	13	13
R_MN10300_GOTOFF32	12	12	12	12	12
R_MN10300_GOTPC16	11	11	11	11	11
R_MN10300_GOTPC32	10	10	10	10	10
R_MN10300_JMP_SLOT	22	22	22	22	22
R_MN10300_NONE	0	0	0	0	0
R_MN10300_NUM	35	35	35	24	24
R_MN10300_PCREL16	5	5	5	5	5
R_MN10300_PCREL32	4	4	4	4	4
R_MN10300_PCREL8	6	6	6	6	6
R_MN10300_PLT16	16	16	16	16	16
R_MN10300_PLT32	15	15	15	15	15
R_MN10300_RELATIVE	23	23	23	23	23
R_MN10300_SYM_DIFF	33	33	33	???	???
R_MN10300_TLS_DTPMOD	30	30	30	???	???
R_MN10300_TLS_DTPOFF	31	31	31	???	???
R_MN10300_TLS_GD	24	24	24	???	???
R_MN10300_TLS_GOTIE	27	27	27	???	???
R_MN10300_TLS_IE	28	28	28	???	???
R_MN10300_TLS_LD	25	25	25	???	???
R_MN10300_TLS_LDO	26	26	26	???	???
R_MN10300_TLS_LE	29	29	29	???	???
R_MN10300_TLS_TPOFF	32	32	32	???	???
R_OK	4	4	4	4	4
R_PARISC_COPY	128	128	128	128	128
R_PARISC_DIR14DR	84	84	84	84	84
R_PARISC_DIR14R	6	6	6	6	6
R_PARISC_DIR14WR	83	83	83	83	83
R_PARISC_DIR16DF	87	87	87	87	87
R_PARISC_DIR16F	85	85	85	85	85
R_PARISC_DIR16WF	86	86	86	86	86
R_PARISC_DIR17F	4	4	4	4	4
R_PARISC_DIR17R	3	3	3	3	3
R_PARISC_DIR21L	2	2	2	2	2
R_PARISC_DIR32	1	1	1	1	1
R_PARISC_DIR64	80	80	80	80	80
R_PARISC_DPREL14R	22	22	22	22	22
R_PARISC_DPREL21L	18	18	18	18	18
R_PARISC_EPLT	130	130	130	130	130
R_PARISC_FPTR64	64	64	64	64	64
R_PARISC_GNU_VTENTRY	232	232	232	232	232
R_PARISC_GNU_VTINHERIT	233	233	233	233	233
R_PARISC_GPREL14DR	92	92	92	92	92
R_PARISC_GPREL14R	30	30	30	30	30
R_PARISC_GPREL14WR	91	91	91	91	91
R_PARISC_GPREL16DF	95	95	95	95	95
R_PARISC_GPREL16F	93	93	93	93	93
R_PARISC_GPREL16WF	94	94	94	94	94
R_PARISC_GPREL21L	26	26	26	26	26
R_PARISC_GPREL64	88	88	88	88	88
R_PARISC_HIRESERVE	255	255	255	255	255
R_PARISC_IPLT	129	129	129	129	129
R_PARISC_LORESERVE	128	128	128	128	128
R_PARISC_LTOFF14DR	100	100	100	100	100
R_PARISC_LTOFF14R	38	38	38	38	38
R_PARISC_LTOFF14WR	99	99	99	99	99
R_PARISC_LTOFF16DF	103	103	103	103	103
R_PARISC_LTOFF16F	101	101	101	101	101
R_PARISC_LTOFF16WF	102	102	102	102	102
R_PARISC_LTOFF21L	34	34	34	34	34
R_PARISC_LTOFF64	96	96	96	96	96
R_PARISC_LTOFF_FPTR14DR	124	124	124	124	124
R_PARISC_LTOFF_FPTR14R	62	62	62	62	62
R_PARISC_LTOFF_FPTR14WR	123	123	123	123	123
R_PARISC_LTOFF_FPTR16DF	127	127	127	127	127
R_PARISC_LTOFF_FPTR16F	125	125	125	125	125
R_PARISC_LTOFF_FPTR16WF	126	126	126	126	126
R_PARISC_LTOFF_FPTR21L	58	58	58	58	58
R_PARISC_LTOFF_FPTR32	57	57	57	57	57
R_PARISC_LTOFF_FPTR64	120	120	120	120	120
R_PARISC_LTOFF_TP14DR	228	228	228	228	228
R_PARISC_LTOFF_TP14F	167	167	167	167	167
R_PARISC_LTOFF_TP14R	166	166	166	166	166
R_PARISC_LTOFF_TP14WR	227	227	227	227	227
R_PARISC_LTOFF_TP16DF	231	231	231	231	231
R_PARISC_LTOFF_TP16F	229	229	229	229	229
R_PARISC_LTOFF_TP16WF	230	230	230	230	230
R_PARISC_LTOFF_TP21L	162	162	162	162	162
R_PARISC_LTOFF_TP64	224	224	224	224	224
R_PARISC_NONE	0	0	0	0	0
R_PARISC_PCREL14DR	76	76	76	76	76
R_PARISC_PCREL14R	14	14	14	14	14
R_PARISC_PCREL14WR	75	75	75	75	75
R_PARISC_PCREL16DF	79	79	79	79	79
R_PARISC_PCREL16F	77	77	77	77	77
R_PARISC_PCREL16WF	78	78	78	78	78
R_PARISC_PCREL17F	12	12	12	12	12
R_PARISC_PCREL17R	11	11	11	11	11
R_PARISC_PCREL21L	10	10	10	10	10
R_PARISC_PCREL22F	74	74	74	74	74
R_PARISC_PCREL32	9	9	9	9	9
R_PARISC_PCREL64	72	72	72	72	72
R_PARISC_PLABEL14R	70	70	70	70	70
R_PARISC_PLABEL21L	66	66	66	66	66
R_PARISC_PLABEL32	65	65	65	65	65
R_PARISC_PLTOFF14DR	116	116	116	116	116
R_PARISC_PLTOFF14R	54	54	54	54	54
R_PARISC_PLTOFF14WR	115	115	115	115	115
R_PARISC_PLTOFF16DF	119	119	119	119	119
R_PARISC_PLTOFF16F	117	117	117	117	117
R_PARISC_PLTOFF16WF	118	118	118	118	118
R_PARISC_PLTOFF21L	50	50	50	50	50
R_PARISC_SECREL32	41	41	41	41	41
R_PARISC_SECREL64	104	104	104	104	104
R_PARISC_SEGBASE	48	48	48	48	48
R_PARISC_SEGREL32	49	49	49	49	49
R_PARISC_SEGREL64	112	112	112	112	112
R_PARISC_TLS_DTPMOD32	242	242	242	242	242
R_PARISC_TLS_DTPMOD64	243	243	243	243	243
R_PARISC_TLS_DTPOFF32	244	244	244	244	244
R_PARISC_TLS_DTPOFF64	245	245	245	245	245
R_PARISC_TLS_GD14R	235	235	235	235	235
R_PARISC_TLS_GD21L	234	234	234	234	234
R_PARISC_TLS_GDCALL	236	236	236	236	236
R_PARISC_TLS_IE14R	R_PARISC_LTOFF_TP14R	R_PARISC_LTOFF_TP14R	R_PARISC_LTOFF_TP14R	R_PARISC_LTOFF_TP14R	R_PARISC_LTOFF_TP14R
R_PARISC_TLS_IE21L	R_PARISC_LTOFF_TP21L	R_PARISC_LTOFF_TP21L	R_PARISC_LTOFF_TP21L	R_PARISC_LTOFF_TP21L	R_PARISC_LTOFF_TP21L
R_PARISC_TLS_LDM14R	238	238	238	238	238
R_PARISC_TLS_LDM21L	237	237	237	237	237
R_PARISC_TLS_LDMCALL	239	239	239	239	239
R_PARISC_TLS_LDO14R	241	241	241	241	241
R_PARISC_TLS_LDO21L	240	240	240	240	240
R_PARISC_TLS_LE14R	R_PARISC_TPREL14R	R_PARISC_TPREL14R	R_PARISC_TPREL14R	R_PARISC_TPREL14R	R_PARISC_TPREL14R
R_PARISC_TLS_LE21L	R_PARISC_TPREL21L	R_PARISC_TPREL21L	R_PARISC_TPREL21L	R_PARISC_TPREL21L	R_PARISC_TPREL21L
R_PARISC_TLS_TPREL32	R_PARISC_TPREL32	R_PARISC_TPREL32	R_PARISC_TPREL32	R_PARISC_TPREL32	R_PARISC_TPREL32
R_PARISC_TLS_TPREL64	R_PARISC_TPREL64	R_PARISC_TPREL64	R_PARISC_TPREL64	R_PARISC_TPREL64	R_PARISC_TPREL64
R_PARISC_TPREL14DR	220	220	220	220	220
R_PARISC_TPREL14R	158	158	158	158	158
R_PARISC_TPREL14WR	219	219	219	219	219
R_PARISC_TPREL16DF	223	223	223	223	223
R_PARISC_TPREL16F	221	221	221	221	221
R_PARISC_TPREL16WF	222	222	222	222	222
R_PARISC_TPREL21L	154	154	154	154	154
R_PARISC_TPREL32	153	153	153	153	153
R_PARISC_TPREL64	216	216	216	216	216
R_PPC64_ADDR14	R_PPC_ADDR14	R_PPC_ADDR14	R_PPC_ADDR14	R_PPC_ADDR14	R_PPC_ADDR14
R_PPC64_ADDR14_BRNTAKEN	R_PPC_ADDR14_BRNTAKEN	R_PPC_ADDR14_BRNTAKEN	R_PPC_ADDR14_BRNTAKEN	R_PPC_ADDR14_BRNTAKEN	R_PPC_ADDR14_BRNTAKEN
R_PPC64_ADDR14_BRTAKEN	R_PPC_ADDR14_BRTAKEN	R_PPC_ADDR14_BRTAKEN	R_PPC_ADDR14_BRTAKEN	R_PPC_ADDR14_BRTAKEN	R_PPC_ADDR14_BRTAKEN
R_PPC64_ADDR16	R_PPC_ADDR16	R_PPC_ADDR16	R_PPC_ADDR16	R_PPC_ADDR16	R_PPC_ADDR16
R_PPC64_ADDR16_DS	56	56	56	56	56
R_PPC64_ADDR16_HA	R_PPC_ADDR16_HA	R_PPC_ADDR16_HA	R_PPC_ADDR16_HA	R_PPC_ADDR16_HA	R_PPC_ADDR16_HA
R_PPC64_ADDR16_HI	R_PPC_ADDR16_HI	R_PPC_ADDR16_HI	R_PPC_ADDR16_HI	R_PPC_ADDR16_HI	R_PPC_ADDR16_HI
R_PPC64_ADDR16_HIGHER	39	39	39	39	39
R_PPC64_ADDR16_HIGHERA	40	40	40	40	40
R_PPC64_ADDR16_HIGHEST	41	41	41	41	41
R_PPC64_ADDR16_HIGHESTA	42	42	42	42	42
R_PPC64_ADDR16_LO	R_PPC_ADDR16_LO	R_PPC_ADDR16_LO	R_PPC_ADDR16_LO	R_PPC_ADDR16_LO	R_PPC_ADDR16_LO
R_PPC64_ADDR16_LO_DS	57	57	57	57	57
R_PPC64_ADDR24	R_PPC_ADDR24	R_PPC_ADDR24	R_PPC_ADDR24	R_PPC_ADDR24	R_PPC_ADDR24
R_PPC64_ADDR30	37	37	37	37	37
R_PPC64_ADDR32	R_PPC_ADDR32	R_PPC_ADDR32	R_PPC_ADDR32	R_PPC_ADDR32	R_PPC_ADDR32
R_PPC64_ADDR64	38	38	38	38	38
R_PPC64_COPY	R_PPC_COPY	R_PPC_COPY	R_PPC_COPY	R_PPC_COPY	R_PPC_COPY
R_PPC64_DTPMOD64	68	68	68	68	68
R_PPC64_DTPREL16	74	74	74	74	74
R_PPC64_DTPREL16_DS	101	101	101	101	101
R_PPC64_DTPREL16_HA	77	77	77	77	77
R_PPC64_DTPREL16_HI	76	76	76	76	76
R_PPC64_DTPREL16_HIGHER	103	103	103	103	103
R_PPC64_DTPREL16_HIGHERA	104	104	104	104	104
R_PPC64_DTPREL16_HIGHEST	105	105	105	105	105
R_PPC64_DTPREL16_HIGHESTA	106	106	106	106	106
R_PPC64_DTPREL16_LO	75	75	75	75	75
R_PPC64_DTPREL16_LO_DS	102	102	102	102	102
R_PPC64_DTPREL64	78	78	78	78	78
R_PPC64_GLOB_DAT	R_PPC_GLOB_DAT	R_PPC_GLOB_DAT	R_PPC_GLOB_DAT	R_PPC_GLOB_DAT	R_PPC_GLOB_DAT
R_PPC64_GOT16	R_PPC_GOT16	R_PPC_GOT16	R_PPC_GOT16	R_PPC_GOT16	R_PPC_GOT16
R_PPC64_GOT16_DS	58	58	58	58	58
R_PPC64_GOT16_HA	R_PPC_GOT16_HA	R_PPC_GOT16_HA	R_PPC_GOT16_HA	R_PPC_GOT16_HA	R_PPC_GOT16_HA
R_PPC64_GOT16_HI	R_PPC_GOT16_HI	R_PPC_GOT16_HI	R_PPC_GOT16_HI	R_PPC_GOT16_HI	R_PPC_GOT16_HI
R_PPC64_GOT16_LO	R_PPC_GOT16_LO	R_PPC_GOT16_LO	R_PPC_GOT16_LO	R_PPC_GOT16_LO	R_PPC_GOT16_LO
R_PPC64_GOT16_LO_DS	59	59	59	59	59
R_PPC64_GOT_DTPREL16_DS	91	91	91	91	91
R_PPC64_GOT_DTPREL16_HA	94	94	94	94	94
R_PPC64_GOT_DTPREL16_HI	93	93	93	93	93
R_PPC64_GOT_DTPREL16_LO_DS	92	92	92	92	92
R_PPC64_GOT_TLSGD16	79	79	79	79	79
R_PPC64_GOT_TLSGD16_HA	82	82	82	82	82
R_PPC64_GOT_TLSGD16_HI	81	81	81	81	81
R_PPC64_GOT_TLSGD16_LO	80	80	80	80	80
R_PPC64_GOT_TLSLD16	83	83	83	83	83
R_PPC64_GOT_TLSLD16_HA	86	86	86	86	86
R_PPC64_GOT_TLSLD16_HI	85	85	85	85	85
R_PPC64_GOT_TLSLD16_LO	84	84	84	84	84
R_PPC64_GOT_TPREL16_DS	87	87	87	87	87
R_PPC64_GOT_TPREL16_HA	90	90	90	90	90
R_PPC64_GOT_TPREL16_HI	89	89	89	89	89
R_PPC64_GOT_TPREL16_LO_DS	88	88	88	88	88
R_PPC64_IRELATIVE	248	248	248	???	???
R_PPC64_JMP_IREL	247	247	247	???	???
R_PPC64_JMP_SLOT	R_PPC_JMP_SLOT	R_PPC_JMP_SLOT	R_PPC_JMP_SLOT	R_PPC_JMP_SLOT	R_PPC_JMP_SLOT
R_PPC64_NONE	R_PPC_NONE	R_PPC_NONE	R_PPC_NONE	R_PPC_NONE	R_PPC_NONE
R_PPC64_PLT16_HA	R_PPC_PLT16_HA	R_PPC_PLT16_HA	R_PPC_PLT16_HA	R_PPC_PLT16_HA	R_PPC_PLT16_HA
R_PPC64_PLT16_HI	R_PPC_PLT16_HI	R_PPC_PLT16_HI	R_PPC_PLT16_HI	R_PPC_PLT16_HI	R_PPC_PLT16_HI
R_PPC64_PLT16_LO	R_PPC_PLT16_LO	R_PPC_PLT16_LO	R_PPC_PLT16_LO	R_PPC_PLT16_LO	R_PPC_PLT16_LO
R_PPC64_PLT16_LO_DS	60	60	60	60	60
R_PPC64_PLT32	R_PPC_PLT32	R_PPC_PLT32	R_PPC_PLT32	R_PPC_PLT32	R_PPC_PLT32
R_PPC64_PLT64	45	45	45	45	45
R_PPC64_PLTGOT16	52	52	52	52	52
R_PPC64_PLTGOT16_DS	65	65	65	65	65
R_PPC64_PLTGOT16_HA	55	55	55	55	55
R_PPC64_PLTGOT16_HI	54	54	54	54	54
R_PPC64_PLTGOT16_LO	53	53	53	53	53
R_PPC64_PLTGOT16_LO_DS	66	66	66	66	66
R_PPC64_PLTREL32	R_PPC_PLTREL32	R_PPC_PLTREL32	R_PPC_PLTREL32	R_PPC_PLTREL32	R_PPC_PLTREL32
R_PPC64_PLTREL64	46	46	46	46	46
R_PPC64_REL14	R_PPC_REL14	R_PPC_REL14	R_PPC_REL14	R_PPC_REL14	R_PPC_REL14
R_PPC64_REL14_BRNTAKEN	R_PPC_REL14_BRNTAKEN	R_PPC_REL14_BRNTAKEN	R_PPC_REL14_BRNTAKEN	R_PPC_REL14_BRNTAKEN	R_PPC_REL14_BRNTAKEN
R_PPC64_REL14_BRTAKEN	R_PPC_REL14_BRTAKEN	R_PPC_REL14_BRTAKEN	R_PPC_REL14_BRTAKEN	R_PPC_REL14_BRTAKEN	R_PPC_REL14_BRTAKEN
R_PPC64_REL16	249	249	249	???	???
R_PPC64_REL16_HA	252	252	252	???	???
R_PPC64_REL16_HI	251	251	251	???	???
R_PPC64_REL16_LO	250	250	250	???	???
R_PPC64_REL24	R_PPC_REL24	R_PPC_REL24	R_PPC_REL24	R_PPC_REL24	R_PPC_REL24
R_PPC64_REL32	R_PPC_REL32	R_PPC_REL32	R_PPC_REL32	R_PPC_REL32	R_PPC_REL32
R_PPC64_REL64	44	44	44	44	44
R_PPC64_RELATIVE	R_PPC_RELATIVE	R_PPC_RELATIVE	R_PPC_RELATIVE	R_PPC_RELATIVE	R_PPC_RELATIVE
R_PPC64_SECTOFF	R_PPC_SECTOFF	R_PPC_SECTOFF	R_PPC_SECTOFF	R_PPC_SECTOFF	R_PPC_SECTOFF
R_PPC64_SECTOFF_DS	61	61	61	61	61
R_PPC64_SECTOFF_HA	R_PPC_SECTOFF_HA	R_PPC_SECTOFF_HA	R_PPC_SECTOFF_HA	R_PPC_SECTOFF_HA	R_PPC_SECTOFF_HA
R_PPC64_SECTOFF_HI	R_PPC_SECTOFF_HI	R_PPC_SECTOFF_HI	R_PPC_SECTOFF_HI	R_PPC_SECTOFF_HI	R_PPC_SECTOFF_HI
R_PPC64_SECTOFF_LO	R_PPC_SECTOFF_LO	R_PPC_SECTOFF_LO	R_PPC_SECTOFF_LO	R_PPC_SECTOFF_LO	R_PPC_SECTOFF_LO
R_PPC64_SECTOFF_LO_DS	62	62	62	62	62
